account_id,loan_id,month,installment,defaulter,balance,is_balance_lower_than_installment
8261,6687,1995-07,3660,0,33375.7,0
8261,6687,1995-08,3660,0,33789.9,0
8261,6687,1995-09,3660,0,30247.9,0
11265,7284,1993-10,4399,0,20484.9,0
11265,7284,1993-11,4399,0,18357.1,0
11265,7284,1993-12,4399,0,20145.5,0
11265,7284,1994-01,4399,0,19220.5,0
11265,7284,1994-02,4399,0,17991.0,0
11265,7284,1994-03,4399,0,17758.3,0
11265,7284,1994-04,4399,0,15845.4,0
11265,7284,1994-05,4399,0,15102.0,0
11265,7284,1994-06,4399,0,17676.1,0
11265,7284,1994-07,4399,0,16726.1,0
11265,7284,1994-08,4399,0,12015.8,0
11265,7284,1994-09,4399,0,14671.0,0
5428,6111,1993-10,7281,1,27640.4,0
5428,6111,1993-11,7281,1,48866.7,0
5428,6111,1993-12,7281,1,62007.1,0
5428,6111,1994-01,7281,1,69955.6,0
5428,6111,1994-02,7281,1,82978.5,0
5428,6111,1994-03,7281,1,48720.6,0
5428,6111,1994-04,7281,1,99134.6,0
5428,6111,1994-05,7281,1,82374.3,0
5428,6111,1994-06,7281,1,53730.3,0
5428,6111,1994-07,7281,1,29382.7,0
5428,6111,1994-08,7281,1,25859.8,0
5428,6111,1994-09,7281,1,12329.8,0
5428,6111,1994-10,7281,1,112033.2,0
5428,6111,1994-11,7281,1,13572.9,0
5428,6111,1994-12,7281,1,13700.7,0
5428,6111,1995-01,7281,1,8446.5,0
5428,6111,1995-02,7281,1,2465.0,1
5428,6111,1995-03,7281,1,50699.9,0
5428,6111,1995-04,7281,1,24055.5,0
5428,6111,1995-05,7281,1,7916.1,0
5428,6111,1995-06,7281,1,3232.0,1
5428,6111,1995-07,7281,1,38418.3,0
5428,6111,1995-08,7281,1,15809.1,0
5428,6111,1995-09,7281,1,10547.2,0
10973,7235,1993-11,3217,0,84075.2,0
10973,7235,1993-12,3217,0,122097.7,0
10973,7235,1994-01,3217,0,30563.0,0
10973,7235,1994-02,3217,0,52098.0,0
10973,7235,1994-03,3217,0,61234.6,0
10973,7235,1994-04,3217,0,82494.5,0
10973,7235,1994-05,3217,0,48111.5,0
10973,7235,1994-06,3217,0,32919.7,0
10973,7235,1994-07,3217,0,24788.3,0
10973,7235,1994-08,3217,0,91457.8,0
10973,7235,1994-09,3217,0,88317.5,0
10973,7235,1994-10,3217,0,65782.3,0
10973,7235,1994-11,3217,0,54951.2,0
10973,7235,1994-12,3217,0,42828.0,0
10973,7235,1995-01,3217,0,51390.2,0
10973,7235,1995-02,3217,0,65820.1,0
10973,7235,1995-03,3217,0,93166.1,0
10973,7235,1995-04,3217,0,91811.1,0
10973,7235,1995-05,3217,0,81599.9,0
10973,7235,1995-06,3217,0,84263.5,0
10973,7235,1995-07,3217,0,65441.8,0
10973,7235,1995-08,3217,0,63144.1,0
10973,7235,1995-09,3217,0,107716.8,0
10973,7235,1995-10,3217,0,84665.1,0
10973,7235,1995-11,3217,0,92073.1,0
10973,7235,1995-12,3217,0,73088.7,0
10973,7235,1996-01,3217,0,24123.9,0
10973,7235,1996-02,3217,0,25475.7,0
10973,7235,1996-03,3217,0,33178.7,0
10973,7235,1996-04,3217,0,22239.3,0
10973,7235,1996-05,3217,0,30604.5,0
10973,7235,1996-06,3217,0,26709.5,0
10973,7235,1996-07,3217,0,53016.3,0
10973,7235,1996-08,3217,0,26316.0,0
10973,7235,1996-09,3217,0,23175.8,0
10973,7235,1996-10,3217,0,29544.2,0
10973,7235,1996-11,3217,0,14166.5,0
10973,7235,1996-12,3217,0,10975.5,0
10973,7235,1997-01,3217,0,19470.2,0
10973,7235,1997-02,3217,0,78520.3,0
10973,7235,1997-03,3217,0,24760.2,0
10973,7235,1997-04,3217,0,22350.8,0
10973,7235,1997-05,3217,0,34283.2,0
10973,7235,1997-06,3217,0,29645.5,0
10973,7235,1997-07,3217,0,42900.0,0
10973,7235,1997-08,3217,0,28818.7,0
10973,7235,1997-09,3217,0,28351.5,0
10973,7235,1997-10,3217,0,55785.9,0
4894,5997,1993-12,4876,0,45999.0,0
4894,5997,1994-01,4876,0,20510.9,0
4894,5997,1994-02,4876,0,36306.5,0
4894,5997,1994-03,4876,0,41351.7,0
4894,5997,1994-04,4876,0,44009.8,0
4894,5997,1994-05,4876,0,48883.3,0
4894,5997,1994-06,4876,0,23373.9,0
4894,5997,1994-07,4876,0,30258.3,0
4894,5997,1994-08,4876,0,41884.2,0
4894,5997,1994-09,4876,0,34882.2,0
4894,5997,1994-10,4876,0,46925.3,0
4894,5997,1994-11,4876,0,51897.6,0
4894,5997,1994-12,4876,0,51710.5,0
4894,5997,1995-01,4876,0,26032.4,0
4894,5997,1995-02,4876,0,52471.5,0
4894,5997,1995-03,4876,0,49675.6,0
4894,5997,1995-04,4876,0,31611.7,0
4894,5997,1995-05,4876,0,50921.7,0
4894,5997,1995-06,4876,0,67160.6,0
4894,5997,1995-07,4876,0,70211.8,0
4894,5997,1995-08,4876,0,74691.9,0
4894,5997,1995-09,4876,0,78576.2,0
4894,5997,1995-10,4876,0,79255.4,0
4894,5997,1995-11,4876,0,83337.1,0
10364,7121,1993-12,609,0,34582.7,0
10364,7121,1994-01,609,0,20912.3,0
10364,7121,1994-02,609,0,24518.9,0
10364,7121,1994-03,609,0,29943.9,0
10364,7121,1994-04,609,0,31881.7,0
10364,7121,1994-05,609,0,31942.1,0
10364,7121,1994-06,609,0,19255.7,0
10364,7121,1994-07,609,0,20397.8,0
10364,7121,1994-08,609,0,23700.2,0
10364,7121,1994-09,609,0,24653.7,0
10364,7121,1994-10,609,0,28877.9,0
10364,7121,1994-11,609,0,30412.4,0
10364,7121,1994-12,609,0,29359.9,0
10364,7121,1995-01,609,0,14593.1,0
10364,7121,1995-02,609,0,30817.4,0
10364,7121,1995-03,609,0,30654.2,0
10364,7121,1995-04,609,0,30495.7,0
10364,7121,1995-05,609,0,24066.5,0
10364,7121,1995-06,609,0,41180.0,0
10364,7121,1995-07,609,0,43368.5,0
10364,7121,1995-08,609,0,45566.0,0
10364,7121,1995-09,609,0,39762.3,0
10364,7121,1995-10,609,0,37332.6,0
10364,7121,1995-11,609,0,43518.1,0
10364,7121,1995-12,609,0,53693.2,0
10364,7121,1996-01,609,0,29032.6,0
10364,7121,1996-02,609,0,39999.1,0
10364,7121,1996-03,609,0,43146.5,0
10364,7121,1996-04,609,0,42451.8,0
10364,7121,1996-05,609,0,41479.1,0
10364,7121,1996-06,609,0,43089.2,0
10364,7121,1996-07,609,0,44281.8,0
10364,7121,1996-08,609,0,43289.7,0
10364,7121,1996-09,609,0,39325.9,0
10364,7121,1996-10,609,0,41013.2,0
10364,7121,1996-11,609,0,45508.4,0
5270,6077,1993-12,3317,0,74638.6,0
5270,6077,1994-01,3317,0,38054.2,0
5270,6077,1994-02,3317,0,72703.5,0
5270,6077,1994-03,3317,0,77011.1,0
5270,6077,1994-04,3317,0,75911.0,0
5270,6077,1994-05,3317,0,90110.9,0
5270,6077,1994-06,3317,0,72469.8,0
5270,6077,1994-07,3317,0,74227.3,0
5270,6077,1994-08,3317,0,93993.2,0
5270,6077,1994-09,3317,0,103512.8,0
5270,6077,1994-10,3317,0,82676.1,0
5270,6077,1994-11,3317,0,93157.0,0
5270,6077,1994-12,3317,0,63224.4,0
5270,6077,1995-01,3317,0,26703.7,0
5270,6077,1995-02,3317,0,69424.9,0
5270,6077,1995-03,3317,0,93381.3,0
5270,6077,1995-04,3317,0,107609.9,0
5270,6077,1995-05,3317,0,86612.8,0
5270,6077,1995-06,3317,0,38351.1,0
5270,6077,1995-07,3317,0,78621.1,0
5270,6077,1995-08,3317,0,85980.5,0
5270,6077,1995-09,3317,0,103689.0,0
5270,6077,1995-10,3317,0,68544.6,0
5270,6077,1995-11,3317,0,55610.3,0
6034,6228,1993-12,7742,1,78936.0,0
6034,6228,1994-01,7742,1,11395.1,0
6034,6228,1994-02,7742,1,30637.8,0
6034,6228,1994-03,7742,1,18190.0,0
6034,6228,1994-04,7742,1,62145.4,0
6034,6228,1994-05,7742,1,35256.1,0
6034,6228,1994-06,7742,1,61637.3,0
6034,6228,1994-07,7742,1,3694.7,1
6034,6228,1994-08,7742,1,9052.3,0
6034,6228,1994-09,7742,1,23734.9,0
6034,6228,1994-10,7742,1,65253.0,0
6034,6228,1994-11,7742,1,88194.6,0
6034,6228,1994-12,7742,1,62919.6,0
6034,6228,1995-01,7742,1,42727.7,0
6034,6228,1995-02,7742,1,15534.1,0
6034,6228,1995-03,7742,1,11012.0,0
6034,6228,1995-04,7742,1,11586.3,0
6034,6228,1995-05,7742,1,13366.2,0
6034,6228,1995-06,7742,1,86754.3,0
6034,6228,1995-07,7742,1,32672.5,0
6034,6228,1995-08,7742,1,19394.7,0
6034,6228,1995-09,7742,1,50219.1,0
6034,6228,1995-10,7742,1,30601.5,0
6034,6228,1995-11,7742,1,44145.0,0
6034,6228,1995-12,7742,1,27309.4,0
6034,6228,1996-01,7742,1,1714.5,1
6034,6228,1996-02,7742,1,15274.9,0
6034,6228,1996-03,7742,1,10209.9,0
6034,6228,1996-04,7742,1,8673.8,0
6034,6228,1996-05,7742,1,34856.2,0
6034,6228,1996-06,7742,1,1063.1,1
6034,6228,1996-07,7742,1,12436.5,0
6034,6228,1996-08,7742,1,9626.8,0
6034,6228,1996-09,7742,1,16234.5,0
6034,6228,1996-10,7742,1,10466.2,0
6034,6228,1996-11,7742,1,13777.5,0
6034,6228,1996-12,7742,1,13400.9,0
6034,6228,1997-01,7742,1,17190.5,0
6034,6228,1997-02,7742,1,16886.1,0
6034,6228,1997-03,7742,1,58961.5,0
6034,6228,1997-04,7742,1,35818.1,0
6034,6228,1997-05,7742,1,23937.8,0
6034,6228,1997-06,7742,1,26773.3,0
6034,6228,1997-07,7742,1,82398.8,0
6034,6228,1997-08,7742,1,43428.7,0
6034,6228,1997-09,7742,1,35214.1,0
6034,6228,1997-10,7742,1,24832.6,0
6034,6228,1997-11,7742,1,34495.1,0
6034,6228,1997-12,7742,1,23627.8,0
6034,6228,1998-01,7742,1,31699.0,0
6034,6228,1998-02,7742,1,31331.6,0
6034,6228,1998-03,7742,1,48361.9,0
6034,6228,1998-04,7742,1,16946.4,0
6034,6228,1998-05,7742,1,57627.4,0
6034,6228,1998-06,7742,1,17618.1,0
6034,6228,1998-07,7742,1,-1294.0,1
6034,6228,1998-08,7742,1,-3921.6,1
6034,6228,1998-09,7742,1,4577.2,1
6034,6228,1998-10,7742,1,-640.7,1
6034,6228,1998-11,7742,1,5459.4,1
6034,6228,1998-12,7742,1,63892.0,0
6701,6356,1994-01,2650,0,20177.2,0
6701,6356,1994-02,2650,0,1587.8,1
6701,6356,1994-03,2650,0,9735.6,0
6701,6356,1994-04,2650,0,17716.4,0
6701,6356,1994-05,2650,0,36365.9,0
6701,6356,1994-06,2650,0,7210.9,0
6701,6356,1994-07,2650,0,100095.5,0
6701,6356,1994-08,2650,0,80015.7,0
6701,6356,1994-09,2650,0,68732.1,0
6701,6356,1994-10,2650,0,96180.1,0
6701,6356,1994-11,2650,0,39875.5,0
6701,6356,1994-12,2650,0,79885.7,0
6701,6356,1995-01,2650,0,18947.4,0
6701,6356,1995-02,2650,0,63308.9,0
6701,6356,1995-03,2650,0,56591.3,0
6701,6356,1995-04,2650,0,44389.2,0
6701,6356,1995-05,2650,0,4905.1,0
6701,6356,1995-06,2650,0,55320.9,0
6701,6356,1995-07,2650,0,79598.9,0
6701,6356,1995-08,2650,0,37858.0,0
6701,6356,1995-09,2650,0,32117.9,0
6701,6356,1995-10,2650,0,33568.9,0
6701,6356,1995-11,2650,0,46708.3,0
6701,6356,1995-12,2650,0,54299.1,0
6701,6356,1996-01,2650,0,86107.3,0
6701,6356,1996-02,2650,0,48424.3,0
6701,6356,1996-03,2650,0,56691.6,0
6701,6356,1996-04,2650,0,37121.8,0
6701,6356,1996-05,2650,0,62494.1,0
6701,6356,1996-06,2650,0,39518.9,0
6701,6356,1996-07,2650,0,64022.0,0
6701,6356,1996-08,2650,0,107597.8,0
6701,6356,1996-09,2650,0,66253.6,0
6701,6356,1996-10,2650,0,73877.7,0
6701,6356,1996-11,2650,0,107299.7,0
6701,6356,1996-12,2650,0,74113.9,0
2705,5523,1994-01,2608,0,20883.7,0
2705,5523,1994-02,2608,0,23195.5,0
2705,5523,1994-03,2608,0,27321.2,0
2705,5523,1994-04,2608,0,26252.4,0
2705,5523,1994-05,2608,0,29789.0,0
2705,5523,1994-06,2608,0,35525.0,0
2705,5523,1994-07,2608,0,29478.1,0
2705,5523,1994-08,2608,0,30725.3,0
2705,5523,1994-09,2608,0,25539.7,0
2705,5523,1994-10,2608,0,26870.3,0
2705,5523,1994-11,2608,0,25295.8,0
2705,5523,1994-12,2608,0,30470.7,0
2705,5523,1995-01,2608,0,22889.8,0
2705,5523,1995-02,2608,0,29111.9,0
2705,5523,1995-03,2608,0,33058.8,0
2705,5523,1995-04,2608,0,27485.6,0
2705,5523,1995-05,2608,0,29023.9,0
2705,5523,1995-06,2608,0,36414.7,0
2705,5523,1995-07,2608,0,27879.9,0
2705,5523,1995-08,2608,0,24817.4,0
2705,5523,1995-09,2608,0,32751.2,0
2705,5523,1995-10,2608,0,35412.1,0
2705,5523,1995-11,2608,0,38384.5,0
2705,5523,1995-12,2608,0,40594.9,0
2705,5523,1996-01,2608,0,30012.8,0
2705,5523,1996-02,2608,0,27328.3,0
2705,5523,1996-03,2608,0,35875.2,0
2705,5523,1996-04,2608,0,37847.7,0
2705,5523,1996-05,2608,0,33525.6,0
2705,5523,1996-06,2608,0,37727.0,0
2705,5523,1996-07,2608,0,42411.7,0
2705,5523,1996-08,2608,0,27064.1,0
2705,5523,1996-09,2608,0,35211.5,0
2705,5523,1996-10,2608,0,42591.5,0
2705,5523,1996-11,2608,0,40668.9,0
2705,5523,1996-12,2608,0,39997.2,0
7123,6456,1994-01,3918,0,73885.0,0
7123,6456,1994-02,3918,0,97763.7,0
7123,6456,1994-03,3918,0,41900.5,0
7123,6456,1994-04,3918,0,76636.2,0
7123,6456,1994-05,3918,0,40056.3,0
7123,6456,1994-06,3918,0,69141.5,0
7123,6456,1994-07,3918,0,65674.6,0
7123,6456,1994-08,3918,0,31435.6,0
7123,6456,1994-09,3918,0,66685.5,0
7123,6456,1994-10,3918,0,41951.3,0
7123,6456,1994-11,3918,0,85959.2,0
7123,6456,1994-12,3918,0,78664.3,0
10320,7104,1994-01,4329,0,19864.6,0
10320,7104,1994-02,4329,0,30999.1,0
10320,7104,1994-03,4329,0,35767.2,0
10320,7104,1994-04,4329,0,22065.2,0
10320,7104,1994-05,4329,0,32507.5,0
10320,7104,1994-06,4329,0,53612.5,0
10320,7104,1994-07,4329,0,28590.8,0
10320,7104,1994-08,4329,0,25342.9,0
10320,7104,1994-09,4329,0,38406.5,0
10320,7104,1994-10,4329,0,35785.2,0
10320,7104,1994-11,4329,0,44278.3,0
10320,7104,1994-12,4329,0,55593.5,0
10320,7104,1995-01,4329,0,22327.8,0
10320,7104,1995-02,4329,0,30867.2,0
10320,7104,1995-03,4329,0,41947.9,0
10320,7104,1995-04,4329,0,48360.0,0
10320,7104,1995-05,4329,0,25131.1,0
10320,7104,1995-06,4329,0,26068.9,0
10320,7104,1995-07,4329,0,32721.8,0
10320,7104,1995-08,4329,0,29868.4,0
10320,7104,1995-09,4329,0,32633.7,0
10320,7104,1995-10,4329,0,34109.4,0
10320,7104,1995-11,4329,0,37691.7,0
10320,7104,1995-12,4329,0,30997.0,0
10320,7104,1996-01,4329,0,28533.0,0
10320,7104,1996-02,4329,0,29403.2,0
10320,7104,1996-03,4329,0,26604.9,0
10320,7104,1996-04,4329,0,33556.3,0
10320,7104,1996-05,4329,0,26182.5,0
10320,7104,1996-06,4329,0,22076.7,0
10320,7104,1996-07,4329,0,29509.2,0
10320,7104,1996-08,4329,0,25663.0,0
10320,7104,1996-09,4329,0,29705.8,0
10320,7104,1996-10,4329,0,29189.7,0
10320,7104,1996-11,4329,0,33146.2,0
10320,7104,1996-12,4329,0,33030.4,0
10320,7104,1997-01,4329,0,22359.1,0
10320,7104,1997-02,4329,0,31092.1,0
10320,7104,1997-03,4329,0,33153.5,0
10320,7104,1997-04,4329,0,30115.6,0
10320,7104,1997-05,4329,0,31170.3,0
10320,7104,1997-06,4329,0,20964.7,0
10320,7104,1997-07,4329,0,30493.6,0
10320,7104,1997-08,4329,0,24746.3,0
10320,7104,1997-09,4329,0,32988.2,0
10320,7104,1997-10,4329,0,23028.0,0
10320,7104,1997-11,4329,0,27855.7,0
10320,7104,1997-12,4329,0,35808.3,0
10320,7104,1998-01,4329,0,20792.7,0
10320,7104,1998-02,4329,0,25008.1,0
10320,7104,1998-03,4329,0,26750.0,0
10320,7104,1998-04,4329,0,27300.8,0
10320,7104,1998-05,4329,0,32545.9,0
10320,7104,1998-06,4329,0,44923.9,0
10320,7104,1998-07,4329,0,44328.2,0
10320,7104,1998-08,4329,0,24128.4,0
10320,7104,1998-09,4329,0,32706.3,0
10320,7104,1998-10,4329,0,41985.0,0
10320,7104,1998-11,4329,0,29282.3,0
10320,7104,1998-12,4329,0,41848.9,0
9034,6820,1994-01,3179,0,30332.8,0
9034,6820,1994-02,3179,0,28848.6,0
9034,6820,1994-03,3179,0,28099.2,0
9034,6820,1994-04,3179,0,31841.0,0
9034,6820,1994-05,3179,0,31065.7,0
9034,6820,1994-06,3179,0,35303.1,0
