loan_id,account_id,start_date,total_amount,duration,installment,end_date,running,defaulter
6816,9017,1996-03-26,100224,48,2088,2000-03-26,0,1
6137,5574,1996-04-10,44628,12,3719,1997-04-10,1,0
5128,808,1996-04-11,215616,48,4492,2000-04-11,0,1
5470,2456,1996-04-15,200976,48,4187,2000-04-15,0,0
5593,3037,1996-04-18,277884,36,7719,1999-04-18,0,1
5350,1967,1996-04-21,249312,48,5194,2000-04-21,0,0
6063,5213,1996-04-25,320976,48,6687,2000-04-25,0,1
6501,7418,1996-04-29,30276,12,2523,1997-04-29,1,1
5452,2352,1996-04-29,49440,60,824,2001-04-29,0,0
4961,19,1996-04-29,30276,12,2523,1997-04-29,1,1
4973,67,1996-05-02,165960,24,6915,1998-05-02,1,0
6190,5794,1996-05-06,123600,60,2060,2001-05-06,0,0
6715,8411,1996-05-06,220620,60,3677,2001-05-06,0,0
5892,4462,1996-05-14,66480,24,2770,1998-05-14,1,1
6550,7614,1996-05-18,320592,48,6679,2000-05-18,0,0
5706,3608,1996-05-24,161496,36,4486,1999-05-24,0,0
5148,940,1996-05-29,284280,60,4738,2001-05-29,0,0
6734,8547,1996-05-30,173016,36,4806,1999-05-30,0,0
6109,5422,1996-06-03,368880,60,6148,2001-06-03,0,0
6961,9645,1996-06-06,176148,36,4893,1999-06-06,0,0
6810,9006,1996-06-08,186384,48,3883,2000-06-08,0,0
5494,2572,1996-06-13,360000,48,7500,2000-06-13,0,0
5311,1766,1996-06-15,30060,60,501,2001-06-15,0,0
5445,2322,1996-06-29,46320,24,1930,1998-06-29,1,0
5301,1698,1996-07-06,141948,36,3943,1999-07-06,0,0
7034,10001,1996-07-11,19044,36,529,1999-07-11,0,0
6751,8680,1996-07-14,85716,36,2381,1999-07-14,0,0
6667,8127,1996-07-15,155880,24,6495,1998-07-15,1,0
6130,5541,1996-07-18,32640,48,680,2000-07-18,0,0
5429,2268,1996-07-18,20196,36,561,1999-07-18,0,0
5725,3679,1996-07-23,444864,48,9268,2000-07-23,0,0
6019,5033,1996-07-25,11400,12,950,1997-07-25,1,0
6421,6985,1996-07-25,96768,36,2688,1999-07-25,0,0
6992,9790,1996-07-27,133968,48,2791,2000-07-27,0,0
5136,846,1996-07-28,187104,24,7796,1998-07-28,1,0
5337,1886,1996-07-31,162468,36,4513,1999-07-31,0,0
5495,2580,1996-08-02,89340,60,1489,2001-08-02,0,0
7013,9928,1996-08-02,89340,60,1489,2001-08-02,0,0
6012,4994,1996-08-03,258444,36,7179,1999-08-03,0,0
6471,7184,1996-08-04,155640,24,6485,1998-08-04,1,0
6296,6358,1996-08-06,270384,48,5633,2000-08-06,0,0
7305,11359,1996-08-06,54024,12,4502,1997-08-06,1,0
6144,5593,1996-08-09,44376,12,3698,1997-08-09,1,0
6283,6289,1996-08-11,85632,48,1784,2000-08-11,0,0
7246,11054,1996-08-20,148920,60,2482,2001-08-20,0,0
5088,544,1996-08-22,91152,24,3798,1998-08-22,1,0
5988,4851,1996-08-22,141648,24,5902,1998-08-22,1,0
5282,1583,1996-08-24,388512,48,8094,2000-08-24,0,1
5938,4650,1996-08-25,402000,60,6700,2001-08-25,0,0
5606,3084,1996-08-28,253512,36,7042,1999-08-28,0,1
5385,2143,1996-09-09,71460,36,1985,1999-09-09,0,0
6865,9199,1996-09-11,29448,12,2454,1997-09-11,1,1
5586,2994,1996-09-14,48744,36,1354,1999-09-14,0,0
6302,6397,1996-09-16,181020,60,3017,2001-09-16,0,0
7194,10762,1996-09-17,68832,36,1912,1999-09-17,0,0
6461,7136,1996-09-19,74124,36,2059,1999-09-19,0,0
6732,8533,1996-09-19,174048,48,3626,2000-09-19,0,0
6613,7926,1996-09-22,84120,24,3505,1998-09-22,1,0
7036,10019,1996-09-25,194940,36,5415,1999-09-25,0,0
5897,4476,1996-09-25,15192,24,633,1998-09-25,1,0
6995,9814,1996-09-26,96168,12,8014,1997-09-26,1,0
5415,2236,1996-09-26,139464,36,3874,1999-09-26,0,1
7136,10436,1996-09-28,54396,36,1511,1999-09-28,0,0
7271,11186,1996-10-02,392460,60,6541,2001-10-02,0,0
5375,2106,1996-10-03,101520,12,8460,1997-10-03,1,0
5635,3230,1996-10-04,77184,36,2144,1999-10-04,0,0
6817,9024,1996-10-04,70656,48,1472,2000-10-04,0,0
5923,4585,1996-10-10,64656,48,1347,2000-10-10,0,0
5329,1862,1996-10-16,396120,60,6602,2001-10-16,0,0
6644,8039,1996-10-20,93600,24,3900,1998-10-20,1,0
6354,6688,1996-10-23,22968,36,638,1999-10-23,0,0
5082,501,1996-10-24,262980,60,4383,2001-10-24,0,0
6585,7795,1996-10-29,372120,60,6202,2001-10-29,0,0
6921,9422,1996-10-29,86184,12,7182,1997-10-29,1,0
5366,2062,1996-10-29,86184,12,7182,1997-10-29,1,0
5886,4447,1996-10-31,192744,36,5354,1999-10-31,0,0
5741,3754,1996-11-03,68544,24,2856,1998-11-03,1,0
4996,132,1996-11-06,88440,12,7370,1997-11-06,1,0
6015,5001,1996-11-09,110112,24,4588,1998-11-09,1,0
6309,6434,1996-11-11,110136,24,4589,1998-11-11,1,0
6073,5263,1996-11-12,276300,60,4605,2001-11-12,0,0
6006,4948,1996-11-15,359760,60,5996,2001-11-15,0,0
5611,3115,1996-11-15,321180,60,5353,2001-11-15,0,0
6944,9548,1996-11-15,46176,48,962,2000-11-15,0,0
7101,10297,1996-11-18,421008,48,8771,2000-11-18,0,0
6599,7859,1996-11-19,72120,12,6010,1997-11-19,1,0
6940,9510,1996-11-22,228276,36,6341,1999-11-22,0,0
5209,1250,1996-11-25,182640,48,3805,2000-11-25,0,0
5388,2153,1996-11-28,61560,12,5130,1997-11-28,1,0
6011,4981,1996-11-28,179328,48,3736,2000-11-28,0,0
5591,3021,1996-12-04,155616,48,3242,2000-12-04,0,0
7154,10520,1996-12-05,417600,60,6960,2001-12-05,0,0
7130,10411,1996-12-11,123408,24,5142,1998-12-11,1,0
6818,9030,1996-12-12,155616,48,3242,2000-12-12,0,0
5625,3189,1996-12-15,222180,60,3703,2001-12-15,0,1
6805,8972,1996-12-21,45024,48,938,2000-12-21,0,0
7233,10963,1996-12-25,115812,36,3217,1999-12-25,0,0
7308,11362,1996-12-27,129408,24,5392,1998-12-27,1,0
5895,4473,1997-01-03,93960,60,1566,2002-01-03,0,0
7122,10365,1997-01-04,260640,36,7240,2000-01-04,0,1
6173,5724,1997-01-08,232560,48,4845,2001-01-08,0,0
6142,5591,1997-01-21,221880,60,3698,2002-01-21,0,0
5358,2018,1997-01-21,38520,12,3210,1998-01-21,1,0
6095,5358,1997-01-24,68340,60,1139,2002-01-24,0,0
6878,9242,1997-01-24,23184,12,1932,1998-01-24,1,0
6554,7637,1997-01-29,390096,48,8127,2001-01-29,0,0
6793,8931,1997-01-30,186300,60,3105,2002-01-30,0,0
7286,11271,1997-01-31,67320,36,1870,2000-01-31,0,0
6076,5269,1997-02-02,117420,60,1957,2002-02-02,0,0
5134,825,1997-02-02,53076,12,4423,1998-02-02,1,0
5419,2246,1997-02-05,415800,60,6930,2002-02-05,0,0
6255,6158,1997-02-08,247920,48,5165,2001-02-08,0,1
5656,3353,1997-02-09,146064,24,6086,1999-02-09,0,0
6934,9494,1997-02-09,116832,12,9736,1998-02-09,1,0
6028,5072,1997-02-09,317520,60,5292,2002-02-09,0,0
6490,7262,1997-02-10,73260,60,1221,2002-02-10,0,0
6415,6950,1997-02-12,475680,48,9910,2001-02-12,0,0
7087,10215,1997-02-20,44304,24,1846,1999-02-20,0,0
5420,2247,1997-02-24,72504,24,3021,1999-02-24,0,0
5977,4803,1997-02-25,59136,48,1232,2001-02-25,0,0
6824,9052,1997-02-26,71976,24,2999,1999-02-26,0,1
5207,1244,1997-02-28,35904,48,748,2001-02-28,0,0
7115,10351,1997-03-04,88704,48,1848,2001-03-04,0,0
7250,11069,1997-03-04,119136,48,2482,2001-03-04,0,0
6010,4969,1997-03-06,150180,60,2503,2002-03-06,0,0
6088,5317,1997-03-07,90180,36,2505,2000-03-07,0,0
5682,3455,1997-03-07,67464,12,5622,1998-03-07,1,0
7201,10807,1997-03-07,67464,12,5622,1998-03-07,1,0
6938,9504,1997-03-10,341280,60,5688,2002-03-10,0,0
6875,9235,1997-03-13,83280,48,1735,2001-03-13,0,0
5953,4715,1997-03-14,97176,24,4049,1999-03-14,0,0
5942,4681,1997-03-15,162624,48,3388,2001-03-15,0,0
5382,2134,1997-03-17,22932,36,637,2000-03-17,0,0
6377,6792,1997-03-17,17184,12,1432,1998-03-17,1,0
5931,4618,1997-03-17,66696,24,2779,1999-03-17,0,1
5992,4863,1997-03-18,76080,12,6340,1998-03-18,1,0
5790,4033,1997-03-20,84288,48,1756,2001-03-20,0,0
6753,8688,1997-03-20,67980,12,5665,1998-03-20,1,0
6562,7674,1997-03-21,94488,24,3937,1999-03-21,0,0
7046,10049,1997-03-28,91632,12,7636,1998-03-28,1,0
5868,4361,1997-03-29,90156,12,7513,1998-03-29,1,0
5784,3967,1997-03-29,84600,36,2350,2000-03-29,0,1
5878,4415,1997-04-01,74040,12,6170,1998-04-01,1,0
5110,675,1997-04-01,102240,60,1704,2002-04-01,0,0
5210,1252,1997-04-01,148140,36,4115,2000-04-01,0,0
7230,10954,1997-04-02,18720,60,312,2002-04-02,0,0
5005,176,1997-04-10,27456,12,2288,1998-04-10,1,0
6871,9225,1997-04-13,164256,48,3422,2001-04-13,0,0
5363,2051,1997-04-22,293880,60,4898,2002-04-22,0,1
7253,11079,1997-04-26,98304,12,8192,1998-04-26,1,0
6055,5181,1997-04-28,399120,60,6652,2002-04-28,0,0
5072,472,1997-04-28,196800,24,8200,1999-04-28,0,1
6913,9377,1997-04-29,99936,24,4164,1999-04-29,0,0
6386,6856,1997-04-30,124344,36,3454,2000-04-30,0,0
5634,3229,1997-05-01,39024,12,3252,1998-05-01,1,0
5758,3859,1997-05-02,307200,60,5120,2002-05-02,0,1
6819,9031,1997-05-03,50112,24,2088,1999-05-03,0,0
7088,10233,1997-05-03,239160,60,3986,2002-05-03,0,0
5039,314,1997-05-03,66840,24,2785,1999-05-03,0,0
5532,2754,1997-05-04,335280,48,6985,2001-05-04,0,0
6037,5118,1997-05-04,53232,48,1109,2001-05-04,0,0
6322,6510,1997-05-06,76992,24,3208,1999-05-06,0,0
6887,9263,1997-05-08,39576,12,3298,1998-05-08,1,0
6660,8094,1997-05-09,220428,36,6123,2000-05-09,0,0
5451,2350,1997-05-11,159744,48,3328,2001-05-11,0,0
6014,4999,1997-05-18,165168,36,4588,2000-05-18,0,0
5556,2872,1997-05-19,268320,60,4472,2002-05-19,0,0
6346,6649,1997-05-22,100260,60,1671,2002-05-22,0,0
5850,4293,1997-05-22,164196,36,4561,2000-05-22,0,0
5940,4660,1997-05-28,106944,24,4456,1999-05-28,0,0
7119,10361,1997-06-02,86880,12,7240,1998-06-02,1,0
5253,1447,1997-06-03,100080,48,2085,2001-06-03,0,0
6851,9138,1997-06-03,272220,60,4537,2002-06-03,0,1
6695,8320,1997-06-04,309660,60,5161,2002-06-04,0,0
6908,9353,1997-06-08,188616,24,7859,1999-06-08,0,0
7255,11096,1997-06-09,213300,60,3555,2002-06-09,0,0
5674,3418,1997-06-10,207264,48,4318,2001-06-10,0,0
6278,6265,1997-06-10,87360,24,3640,1999-06-10,0,0
5486,2516,1997-06-13,466608,48,9721,2001-06-13,0,0
5174,1093,1997-06-13,385104,48,8023,2001-06-13,0,0
6621,7957,1997-06-14,42900,12,3575,1998-06-14,1,0
6313,6461,1997-06-15,150912,36,4192,2000-06-15,0,0
6435,7045,1997-06-16,288720,48,6015,2001-06-16,0,0
6970,9677,1997-06-17,31620,60,527,2002-06-17,0,0
6310,6440,1997-06-17,34572,12,2881,1998-06-17,1,0
5932,4626,1997-06-18,33348,12,2779,1998-06-18,1,0
6877,9241,1997-06-19,285240,60,4754,2002-06-19,0,0
6763,8772,1997-06-19,88272,48,1839,2001-06-19,0,0
7085,10202,1997-06-19,305424,48,6363,2001-06-19,0,0
7049,10063,1997-06-24,233424,36,6484,2000-06-24,0,0
6959,9633,1997-06-30,59448,24,2477,1999-06-30,0,1
5214,1270,1997-07-01,74772,36,2077,2000-07-01,0,0
6350,6678,1997-07-09,294384,48,6133,2001-07-09,0,0
5063,442,1997-07-10,357840,48,7455,2001-07-10,0,1
5041,319,1997-07-11,369000,60,6150,2002-07-11,0,0
5086,525,1997-07-16,210384,48,4383,2001-07-16,0,0
6942,9513,1997-07-16,18324,12,1527,1998-07-16,1,0
5270,1528,1997-07-21,191088,48,3981,2001-07-21,0,0
6705,8381,1997-07-25,333648,48,6951,2001-07-25,0,1
7051,10068,1997-07-28,77808,12,6484,1998-07-28,1,0
6758,8742,1997-07-29,33144,12,2762,1998-07-29,1,0
6249,6138,1997-07-30,67608,24,2817,1999-07-30,0,0
5808,4099,1997-07-31,41856,48,872,2001-07-31,0,0
5377,2116,1997-08-04,92400,12,7700,1998-08-04,1,0
5446,2334,1997-08-04,48312,24,2013,1999-08-04,0,0
5856,4320,1997-08-09,51360,12,4280,1998-08-09,1,1
4986,97,1997-08-10,102876,12,8573,1998-08-10,1,0
